Destino,Protocolo,Probabilidad,Informacion
broadcast,IP,0.00373875846273,8.06322501375
unicast,IP,0.874532655192,0.193415839266
broadcast,ARP,0.0868671898683,3.52504482231
unicast,IPv6,0.0147529387989,6.0828538205
unicast,ARP,0.0201084576779,5.63605375884
